Handle,Title,Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Weight Unit,Google Shopping / MPN,Variant Grams,Body (HTML),Image Src
NSP133,Nintendo Switch Dock Set,Nintendo,Switch accessories,45496430702,,"0,76",,NSP133,,"<p><a href=""http://www.mojenintendo.cz/switch?utm_source=b2b&amp;utm_medium=banner&amp;utm_campaign=switch-microsite""><img alt="""" src=""http://b2b.cqe.cz/db/wysiwyg/File/CZSwitch.jpg"" style=""width: 674px; height: 77px;""></a></p>

<p>Sada dokovací stanice Nintendo Switch, která obsahuje dokovací stanici pro TV mód konzole Nintendo Switch, nabíjecí adaptér a HDMI kabel. Ideální pro hráče, kteří chtějí svou konzoli přenášet mezi více televizemi.</p>

<p><strong>Přepnětě na novou generaci konzolového hraní</strong></p>

<p>Nintendo Switch je průlomová domácí herní konzole. Je ji totiž nejen možné připojit doma k televizi, ale taktéž okamžitě transformovat na handheld s 6.2 palcovou obrazovkou. Poprvé v historii si tak hráči mohou užívat plnohodnotný konzolový zážitek kdykoliv a kdekoliv! Obrazovka má kapacitní dotykový displej využitelný v podporovaných hrách. Výdrž baterie se může pohybovat v rozmezí až šesti hodin v závislosti na dané hře a podmínkách, ve kterých je konzole používána. Mimo dokovací stanici je pak možné konzoli nabíjet také za pomoci standardního USB konektoru typu C!</p>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/videoseries?list=PLYb2Ex5lahUfbbnOP63_OJ3rED6ToCtg7"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_33445/nintendo-switch-dock-set-default.jpg
NIFA0127,amiibo Bandana Waddle Dee & Winged Star (Kirby AR),Nintendo,amiibo figures,45496381332,,"0,28",,NIFA0127,,Game for Nintendo Switch 2,https://com.cqe.cz/gallery/1_65520/amiibo-bandana-waddle-dee-winged-star-kirby-ar-default.jpg
NIFA0126,amiibo Kirby & Warp Star (Kirby Air Riders),Nintendo,amiibo figures,45496381325,,"0,26",,NIFA0126,,Game for Nintendo Switch 2,https://com.cqe.cz/gallery/1_65517/amiibo-kirby-warp-star-kirby-air-riders-default.jpg
NINTF10,Talking Flower,Nintendo,Switch accessories,45496510909,,"0,33",,NINTF10,,Nintendo Sound Clock Alarmo,https://com.cqe.cz/gallery/1_66759/talking-flower-default.jpg
NIFA0073,amiibo Kirby - Meta Knight,Nintendo,amiibo figures,45496380083,,"0,13",,NIFA0073,,"<h1><img alt="""" src=""http://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Přilož, propoj, sbírej!</h1>

<p style=""font-size: 13px; line-height: 20.8px;"">Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.</p>

<p style=""font-size: 13px; line-height: 20.8px;""><strong>Připoj se do spousty her!</strong></p>

<p style=""font-size: 13px; line-height: 20.8px;"">V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.</p>",https://com.cqe.cz/gallery/1_27421/amiibo-kirby-meta-knight-default.jpg
NIFA0074,amiibo Kirby - King Dedede,Nintendo,amiibo figures,45496380090,,"0,18",,NIFA0074,,"<h1><img alt="""" src=""http://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Přilož, propoj, sbírej!</h1>

<p style=""font-size: 13px; line-height: 20.8px;"">Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.</p>

<p style=""font-size: 13px; line-height: 20.8px;""><strong>Připoj se do spousty her!</strong></p>

<p style=""font-size: 13px; line-height: 20.8px;"">V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.</p>

<p><iframe allow=""autoplay; encrypted-media"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/videoseries?list=PLYb2Ex5lahUdfQxU__7ncshwzIJ-NpppA"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_27417/amiibo-kirby-king-dedede-default.jpg
NIFA0075,amiibo Kirby - Waddle Dee,Nintendo,amiibo figures,45496380106,,"0,12",,NIFA0075,,"<h1><img alt="""" src=""http://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Přilož, propoj, sbírej!</h1>

<p style=""font-size: 13px; line-height: 20.8px;"">Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.</p>

<p style=""font-size: 13px; line-height: 20.8px;""><strong>Připoj se do spousty her!</strong></p>

<p style=""font-size: 13px; line-height: 20.8px;"">V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.</p>",https://com.cqe.cz/gallery/1_27423/amiibo-kirby-waddle-dee-default.jpg
NIFA0681,amiibo Smash Chrom,Nintendo,amiibo figures,45496380892,,"0,1",,NIFA0681,,"<h1><img alt="""" src=""http://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""opacity: 0.9; height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p style=""font-size: 13px; line-height: 20.8px;"">Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p style=""font-size: 13px; line-height: 20.8px;"">Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p style=""font-size: 13px; line-height: 20.8px;"">Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<p style=""font-size: 13px; line-height: 20.8px;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/odUjMhc6YgU"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_44440/amiibo-smash-chrom-default.jpg
NIFA0128,amiibo Meta Knight & Shadow Star,Nintendo,amiibo figures,45496381349,,"0,36",,NIFA0128,,"<p>Original amiibo figure from the <strong>Kirby Air Riders</strong> series featuring Meta Knight and his Shadow Star machine. It offers detailed craftsmanship and NFC support for compatible Nintendo games.</p>

<p>When used in <strong>Kirby Air Riders</strong>, it allows you to unlock game content and create a computer-controlled racer that can be gradually upgraded.</p>

<ul>
	<li>Official Nintendo product</li>
	<li>Kirby Air Riders series</li>
	<li>Character: Meta Knight + Shadow Star machine</li>
	<li>Amiibo (NFC) support</li>
</ul>

<p>Ideal for Kirby fans, amiibo collectors, and players looking for additional game content.</p>",https://com.cqe.cz/gallery/1_66161/amiibo-meta-knight-shadow-star-default.jpg
NIFA0668,amiibo Smash Ice Climbers 68,Nintendo,amiibo figures,45496380731,,"0,13",,NIFA0668,,"<p style=""font-size: 13px;""><strong>Dotkni se, sleduj a připoj se do hry!</strong></p>

<p style=""font-size: 13px;"">Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Con ovladače nebo Pro Controlleru Nintendo Switch, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, přenesou se do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.</p>

<p style=""font-size: 13px;""><strong>Připoj se do spousty her!</strong></p>

<p style=""font-size: 13px;"">Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách&nbsp;<a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a>.</p>

<p style=""font-size: 13px;""><strong>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</strong></p>

<p style=""font-size: 13px;"">Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS a New Nintendo 2DS XL obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendo&nbsp;3DS a 2DS je možné dokoupit speciální příslušenství.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ll4JnDCOtSk"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_40943/amiibo-smash-ice-climbers-68-default.jpg
NIFA0680,amiibo Smash Incineroar,Nintendo,amiibo figures,45496380878,,"0,1",,NIFA0680,,"<p>Tento Pokémon má násilnou a sobeckou povahu. Pokud nemá náladu poslouchat, je schopen pokyny svého trenéra zcela ignorovat&nbsp;.</p>

<p><strong>Dotkni se, sleduj a připoj se do hry!</strong></p>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Conu, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.</p>

<p><strong>Připoj se do spousty her!</strong></p>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách&nbsp;<a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a>.</p>

<p><strong>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</strong></p>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS je možné dokoupit speciální příslušenství.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ll4JnDCOtSk"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_44346/amiibo-smash-incineroar-default.jpg
NIFA0029,amiibo Smash Meta Knight 29,Nintendo,amiibo figures,45496352752,,"0,3",,NIFA0029,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_18996/amiibo-smash-meta-knight-29-default.jpg
NIFA0028,amiibo Smash King Dedede 28,Nintendo,amiibo figures,45496352745,,"0,3",,NIFA0028,,"<p>Když je amiibo umístěno na GamePad, tato postava bude přenesena do hry<br>
Během hraní budou také aktualizována data vaší figurky, takže pokračujte v hraní, aby bylo vaše amiibo jedinečné<br>
Na výběr je široká škála postav z mnoha her, tak je posbírejte všechny</p>",https://com.cqe.cz/gallery/1_57020/amiibo-smash-king-dedede-28-default.jpg
NIFA0012,amiibo Smash Marth 12,Nintendo,amiibo figures,45496352479,,"0,1",,NIFA0012,,"<p>Když je amiibo umístěno na GamePad, tato postava bude přenesena do hry<br>
Během hraní budou také aktualizována data vaší figurky, takže pokračujte v hraní, aby bylo vaše amiibo jedinečné<br>
Na výběr je široká škála postav z mnoha her, tak je posbírejte všechny<br>
První hrdina ze série Fire Emblem, Marth, je princ Altea a potomek Anri</p>",https://com.cqe.cz/gallery/1_57021/amiibo-smash-marth-12-default.jpg
NIFA0010,amiibo Smash Pikachu 10,Nintendo,amiibo figures,45496352455,,"0,11",,NIFA0010,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_18977/amiibo-smash-pikachu-10-default.jpg
NIFA0002,amiibo Smash Peach 2,Nintendo,amiibo figures,45496352370,,"0,11",,NIFA0002,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_18969/amiibo-smash-peach-2-default.jpg
NIFA0644,amiibo Smash Pikmin&Olimar 44,Nintendo,amiibo figures,45496353063,,"0,3",,NIFA0644,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_22318/amiibo-smash-pikmin-olimar-44-default.jpg
NIFA0676,amiibo Smash Snake 75,Nintendo,amiibo figures,45496380816,,"0,09",,NIFA0676,,"<p>Snake je hlavní hrdina her ze série Metal Gear. Je specialistou na infiltraci a svou schopností splnit misi za jakýchkoliv podmínek si získal status legendy. Několikrát již zachránil svět před hrozbou dvounohých jaderně vyzbrojených robotů zvaných Metal Gear.</p>

<p style=""font-size: 13px;""><strong>Dotkni se, sleduj a připoj se do hry!</strong></p>

<p style=""font-size: 13px;"">Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Conu, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.</p>

<p style=""font-size: 13px;""><strong>Připoj se do spousty her!</strong></p>

<p style=""font-size: 13px;"">Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách&nbsp;<a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a>.</p>

<p style=""font-size: 13px;""><strong>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</strong></p>

<p style=""font-size: 13px;"">Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS je možné dokoupit speciální příslušenství.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ll4JnDCOtSk"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_43375/amiibo-smash-snake-75-default.jpg
